Seed,n01_RS_correct_BO_wrong,n10_BO_correct_RS_wrong,p_value,Significant
42,65,25,2.9664529225201866e-05,True
1337,32,37,0.6304564917867981,False
2024,76,35,0.0001246562449063268,True
9001,33,58,0.011456340539425666,True
31415,85,38,2.7204226739453194e-05,True
771294,43,33,0.3018724904870079,False
5921,34,45,0.2604255258972435,False
813745,31,40,0.34247099841986794,False
16652,51,29,0.01831609751691632,True
1086,61,38,0.026525106848394424,True
